elapsed_s,steady_s,event,reason_mask,result_age_s,frame_age_s,command_gain,inference_ms,peak_control_target_step_rad,ready,qw,qx,qy,qz,gx,gy,gz,cmd_x,cmd_y,cmd_yaw,q0,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15,q16,q17,q18,q19,q20,q21,q22,q23,q24,q25,q26,q27,q28,dq0,dq1,dq2,dq3,dq4,dq5,dq6,dq7,dq8,dq9,dq10,dq11,dq12,dq13,dq14,dq15,dq16,dq17,dq18,dq19,dq20,dq21,dq22,dq23,dq24,dq25,dq26,dq27,dq28,previous_target0,previous_target1,previous_target2,previous_target3,previous_target4,previous_target5,previous_target6,previous_target7,previous_target8,previous_target9,previous_target10,previous_target11,previous_target12,previous_target13,previous_target14,previous_target15,previous_target16,previous_target17,previous_target18,previous_target19,previous_target20,previous_target21,previous_target22,previous_target23,previous_target24,previous_target25,previous_target26,previous_target27,previous_target28,candidate0,candidate1,candidate2,candidate3,candidate4,candidate5,candidate6,candidate7,candidate8,candidate9,candidate10,candidate11,candidate12,candidate13,candidate14,candidate15,candidate16,candidate17,candidate18,candidate19,candidate20,candidate21,candidate22,candidate23,candidate24,candidate25,candidate26,candidate27,candidate28,applied0,applied1,applied2,applied3,applied4,applied5,applied6,applied7,applied8,applied9,applied10,applied11,applied12,applied13,applied14,applied15,applied16,applied17,applied18,applied19,applied20,applied21,applied22,applied23,applied24,applied25,applied26,applied27,applied28
0,547581.199,1,0,0,4.59610019e-05,0,0,0,0,0.562177837,-0.00919836853,-0.0235673226,0.82662946,0.0372842513,0.0766990334,0.126766458,-2.24207754e-44,-2.24207754e-44,-2.24207754e-44,-0.31125322,0.13127467,0.00665577222,0.599931359,-0.374357432,-0.00699374871,-0.235781372,0.108656973,0.00123205443,0.341958404,-0.190618083,-0.0802440718,0.0520007312,0.0661234036,-0.00800227094,0.272389442,0.425715625,0.115204357,1.05002189,0.197775662,-0.119602568,-0.0116127143,0.346296161,-0.244622007,0.264419943,0.999184787,0.138238043,-0.0782569945,-0.104778081,0.0425424017,-0.0818123072,-0.128562212,-0.113446414,0.122530147,0.0275945906,-0.0119991396,0.0567232072,-0.0188557897,-0.0796306506,0.0559240021,-0.0946453065,0,-0.160885707,-0.0651639998,0,0,0.00613592332,-0.0153398085,-0.064427197,-0.0122718466,0,0.22702916,-0.00460194238,-0.0705631226,0.130388379,-0.403436959,0.0306796171,-0.147262156,-0.295618474,0.166748688,-0.0356913432,0.492077112,-0.288706809,-0.0880190507,-0.228916749,-0.108592987,0.0818447173,0.252299309,-0.202178031,0.000480647199,0.0519675575,0.280906379,-0.121920072,0.268538535,0.603587925,0.179345652,0.996545732,0.186178342,-0.15338777,0.0165347401,0.344620734,-0.266839206,0.246451676,0.977559626,0.130183056,-0.0854367837,-0.118672535,-0.295618474,0.166748688,-0.0356913432,0.492077112,-0.288706809,-0.0880190507,-0.228916749,-0.108592987,0.0818447173,0.252299309,-0.202178031,0.000480647199,0.0519675575,0.280906379,-0.121920072,0.268538535,0.603587925,0.179345652,0.996545732,0.186178342,-0.15338777,0.0165347401,0.344620734,-0.266839206,0.246451676,0.977559626,0.130183056,-0.0854367837,-0.118672535,-0.295618474,0.166748688,-0.0356913432,0.492077112,-0.288706809,-0.0880190507,-0.228916749,-0.108592987,0.0818447173,0.252299309,-0.202178031,0.000480647199,0.0519675575,0.280906379,-0.121920072,0.268538535,0.603587925,0.179345652,0.996545732,0.186178342,-0.15338777,0.0165347401,0.344620734,-0.266839206,0.246451676,0.977559626,0.130183056,-0.0854367837,-0.118672535
0.0108519731,547581.21,0,0,0.0102346881,3.3560209e-06,0,0.18638093,2.27689743e-05,1,0.561500132,-0.00934953429,-0.0232146084,0.827098191,0.0202400219,0.0553937443,0.138484359,-2.24207754e-44,-2.24207754e-44,-2.24207754e-44,-0.311099827,0.130413935,0.00554424478,0.598789394,-0.373328,-0.00692290254,-0.236079648,0.108605839,0.00123205443,0.34114027,-0.190169275,-0.0810188502,0.0518534184,0.0653558671,-0.00833135098,0.272461355,0.425751597,0.115204357,1.05006981,0.197380185,-0.119650505,-0.0113850143,0.345589101,-0.244633988,0.263772786,1.00013149,0.135661423,-0.078233026,-0.106947228,0.0250891112,-0.103628933,-0.140561342,-0.109083086,0.105668157,-0.0229328014,-0.0239982791,0.0327249244,-0.0137133012,-0.104719765,0.0426528826,-0.103974804,-0.0137133012,-0.0847645327,-0.0351615883,0.0245436933,0,0.00153398083,-0.00613592332,-0.0552233122,0,0.0122718466,-0.170271873,-0.00153398083,-0.078233026,0.0674951598,-0.253106833,-0.00613592332,-0.214757323,-0.295608014,0.166735098,-0.0356951877,0.492052823,-0.288672149,-0.0880229697,-0.228940412,-0.108606167,0.0818463266,0.252325684,-0.202200115,0.000489421596,0.0519552864,0.280843973,-0.121859558,0.26854375,0.603568077,0.17932418,0.996528149,0.186181143,-0.153375462,0.0165339746,0.344629616,-0.266851008,0.246412262,0.977557302,0.130149707,-0.0854308084,-0.118652336,-0.255039573,0.113977522,-0.0506131798,0.397826105,-0.154133677,-0.103226766,-0.32076323,-0.159741446,0.0880982429,0.354713738,-0.287889302,0.0345405452,0.00432953937,0.0386842601,0.112969995,0.288731456,0.526481688,0.0959861577,0.928257346,0.197034627,-0.105602764,0.0135599077,0.379053116,-0.312613219,0.0934661627,0.96846211,0.000709354877,-0.0622431599,-0.0402540565,-0.295604199,0.166730136,-0.0356965922,0.492043972,-0.288659483,-0.0880244002,-0.228949055,-0.108610973,0.0818469152,0.25233531,-0.202208176,0.000492624822,0.0519508049,0.280821204,-0.121837467,0.268545628,0.603560805,0.179316342,0.996521711,0.186182156,-0.153370962,0.0165336933,0.344632834,-0.266855299,0.246397883,0.977556407,0.130137518,-0.0854286253,-0.11864496
0.0208536731,547581.22,0,0,0.000177052105,3.67709436e-06,0,0.186373014,8.10921192e-05,1,0.560988188,-0.00947469566,-0.022988243,0.827450275,0.00745685026,0.050067421,0.117179073,-2.24207754e-44,-2.24207754e-44,-2.24207754e-44,-0.310946435,0.129689559,0.0044059339,0.598184347,-0.372609317,-0.0065722717,-0.236139297,0.108563229,0.00120527064,0.340390325,-0.189833686,-0.0815537125,0.0517462865,0.0645966604,-0.00875246711,0.272437394,0.425679684,0.115168408,1.05022562,0.197224393,-0.119638517,-0.0113969985,0.345253557,-0.244622007,0.262754142,1.00017953,0.133672044,-0.078233026,-0.109463915,0.00109083089,-0.0774489865,-0.104563922,-0.0436332338,0.0841971338,0.0419881418,0.0261799414,0.0501782224,-0.0308549311,-0.0709040016,0.0294646602,-0.064139992,-0.0342832543,-0.092450127,-0.0487180911,0.0122718466,-0.00613592332,-0.00460194238,0,-0.0153398085,0.0122718466,-0.00613592332,0,-0.00306796166,-0.105844676,-0.00460194238,-0.194815561,0,-0.300660253,-0.295524985,0.166627124,-0.0357257165,0.491860002,-0.288396806,-0.0880540833,-0.229128331,-0.108710811,0.0818591192,0.252535224,-0.202375472,0.000559106993,0.0518578179,0.28034839,-0.121378981,0.268585056,0.603410304,0.179153621,0.996388435,0.186203346,-0.153277695,0.0165278874,0.344700038,-0.266944647,0.246099263,0.977538645,0.129884809,-0.0853833556,-0.118491888,-0.254554152,0.116929129,-0.050754685,0.397271484,-0.147730291,-0.103553854,-0.319033533,-0.159313679,0.0869383365,0.357131332,-0.286727846,0.0327233188,0.00283385767,0.0425851047,0.108885601,0.286005527,0.526315212,0.0951167122,0.928285778,0.196025595,-0.105013207,0.013304363,0.380503535,-0.313869685,0.0923923552,0.968763828,-0.000374242663,-0.0628959239,-0.0425720066,-0.295508683,0.166615486,-0.0357316174,0.491823643,-0.288329899,-0.0880605876,-0.229157686,-0.108728595,0.0818583369,0.2525796,-0.202404082,0.000566851988,0.0518361926,0.280269206,-0.121302985,0.268585235,0.603381336,0.179120451,0.996363223,0.186204672,-0.153258428,0.016526103,0.344716668,-0.266964942,0.246039778,0.977536082,0.129833996,-0.085376516,-0.118469067
0.0318521621,547581.231,0,0,0.0111755411,3.25404108e-06,0,0.186373014,0.00019878149,1,0.560614109,-0.00957724638,-0.0228365064,0.827706814,0.00745685026,0.0404800437,0.0692421794,-2.24207754e-44,-2.24207754e-44,-2.24207754e-44,-0.310818583,0.129075959,0.00365598756,0.597638905,-0.372024477,-0.0062596309,-0.236190423,0.108384266,0.00123205443,0.339776754,-0.189550474,-0.0819685608,0.051732894,0.0638509169,-0.00903047808,0.272401452,0.425559849,0.115132451,1.05032146,0.197236374,-0.119638517,-0.0114089828,0.345049798,-0.244562089,0.261663586,1.00015545,0.132605448,-0.0782809556,-0.111896709,0.00872664712,-0.0741764978,-0.0891364589,-0.0392699093,0.0733491257,0.0483891442,0.00436332356,-0.00545415422,-0.0188557897,-0.0839939713,0.0282467157,-0.0696232095,-0.0137133012,-0.0906337053,-0.0339007117,0.00153398083,-0.0138058281,0,0.00920388475,-0.00460194238,0,-0.0122718466,-0.0138058281,0.00460194238,-0.110446624,0,-0.133456334,0.00613592332,-0.171805859,-0.295267105,0.16632241,-0.0358202346,0.491265893,-0.28750053,-0.0881519765,-0.22968784,-0.109026983,0.0818883032,0.253196299,-0.202901483,0.000756534049,0.0515471399,0.278867155,-0.119945168,0.268687993,0.602926731,0.178624943,0.995961666,0.186262608,-0.152973846,0.0165070985,0.344927758,-0.267241627,0.24513346,0.977484345,0.129065931,-0.0852439106,-0.118021376,-0.254554152,0.116929129,-0.050754685,0.397271484,-0.147730291,-0.103553854,-0.319033533,-0.159313679,0.0869383365,0.357131332,-0.286727846,0.0327233188,0.00283385767,0.0425851047,0.108885601,0.286005527,0.526315212,0.0951167122,0.928285778,0.196025595,-0.105013207,0.013304363,0.380503535,-0.313869685,0.0923923552,0.968763828,-0.000374242663,-0.0628959239,-0.0425720066,-0.295232862,0.166280851,-0.0358328,0.491186827,-0.287382931,-0.088164933,-0.229763016,-0.109069295,0.08189255,0.253283769,-0.20297201,0.00078342983,0.0515061542,0.278668374,-0.119752638,0.268702567,0.602862298,0.178554684,0.995904744,0.186270818,-0.152933493,0.0165044051,0.344957709,-0.267280847,0.245004937,0.977477014,0.128957033,-0.0852251053,-0.117957897
0.041853202,547581.241,0,0,0.00118013495,3.61597631e-06,0,0.183376018,0.000319540501,1,0.560347676,-0.00963507313,-0.0227056146,0.827890277,0.0127831716,0.0287621357,0.0319579281,-2.24207754e-44,-2.24207754e-44,-2.24207754e-44,-0.310733378,0.128641337,0.0033479738,0.596948624,-0.371474117,-0.00559050729,-0.2361819,0.1081286,0.00120527064,0.339265406,-0.189214885,-0.0825034156,0.0516525432,0.0630889013,-0.00916254427,0.272449374,0.425547868,0.115072533,1.05070496,0.197248369,-0.119638517,-0.0114209671,0.344342738,-0.244298428,0.260381252,1.00010753,0.131203294,-0.078268975,-0.112879418,0.00545415422,-0.0665406808,-0.0308549311,-0.0861756355,0.0626266375,0.0771658197,-0.00327249267,-0.0250891112,-0.0171416271,-0.0436332338,0.0310747698,-0.065023087,0.00857081357,-0.103342049,-0.016692657,0.00153398083,-0.00306796166,-0.00153398083,0.0383495204,-0.00306796166,0,0,-0.13959226,0.0322135985,-0.138058275,-0.0122718466,-0.168737888,0,-0.036815539,-0.294867873,0.165828183,-0.035998363,0.490222067,-0.285975367,-0.0883231536,-0.230619714,-0.109607488,0.0819264725,0.254330516,-0.203862652,0.00105685042,0.0509941652,0.276401341,-0.117508873,0.268826544,0.602078438,0.17772451,0.995226264,0.186357141,-0.152446166,0.0164584816,0.34537521,-0.267764598,0.243457809,0.977409661,0.127661094,-0.0850162804,-0.117210105,-0.256549984,0.118836448,-0.0516717099,0.395521998,-0.14653644,-0.10384737,-0.317555666,-0.161397338,0.086100176,0.358022541,-0.289861917,0.0304718874,0.00130279502,0.0464206822,0.107681707,0.283528984,0.525020003,0.094965443,0.927866697,0.195484579,-0.104377359,0.0125654582,0.383891523,-0.315005064,0.0906218886,0.9697541,-0.00108481944,-0.0635496676,-0.0425532945,-0.294814646,0.165762886,-0.0360201411,0.490090489,-0.285781652,-0.088344723,-0.230740502,-0.109679446,0.0819322765,0.25447458,-0.20398213,0.00109772012,0.0509251244,0.2760818,-0.117195994,0.268846959,0.601971388,0.177609518,0.995132625,0.186369821,-0.152379379,0.0164530724,0.345428735,-0.267830223,0.243245468,0.977399051,0.127482206,-0.0849864557,-0.117106371
0.052851942,547581.252,0,0,0.0121788749,3.25392466e-06,0,0.183376018,0.00047364831,1,0.560257792,-0.00964031927,-0.022573702,0.827954531,0.0202400219,0.0330231935,0.0031957929,-2.24207754e-44,-2.24207754e-44,-2.24207754e-44,-0.310656667,0.12801069,0.00318727107,0.596198678,-0.371049166,-0.00490098353,-0.23629269,0.107625797,0.00125883822,0.338898957,-0.188818827,-0.0831578597,0.0515989736,0.0621306263,-0.00931652542,0.272497326,0.425559849,0.115072533,1.05130422,0.197272331,-0.119614549,-0.0114569189,0.342808753,-0.244118661,0.25869149,0.999568284,0.129968926,-0.0783169121,-0.112975292,0.00981747732,-0.0883572921,-0.0154274656,-0.0839939713,0.0575585403,0.0976172164,-0.0207257867,-0.0621773563,0.00342832529,-0.0381790809,0.0491548479,-0.0699383765,-0.0274266023,-0.128475115,-0.0183648504,0.01687379,-0.00460194238,0.00766990427,0.0720971003,0.00153398083,-0.0184077695,0,-0.191747606,0.0199417509,-0.18561168,-0.0751650631,-0.164135948,-0.00613592332,-0.0122718466,-0.294155478,0.164954513,-0.0362897627,0.488461405,-0.283382922,-0.0886117741,-0.232236028,-0.110570356,0.0820040703,0.256258339,-0.205461547,0.00160373328,0.0500703081,0.272125572,-0.113322139,0.269099891,0.600645781,0.176185861,0.993973911,0.186526835,-0.151552469,0.016386101,0.3460913,-0.268642873,0.240616292,0.977267325,0.125267446,-0.0846171752,-0.115822084,-0.256549984,0.118836448,-0.0516717099,0.395521998,-0.14653644,-0.10384737,-0.317555666,-0.161397338,0.086100176,0.358022541,-0.289861917,0.0304718874,0.00130279502,0.0464206822,0.107681707,0.283528984,0.525020003,0.094965443,0.927866697,0.195484579,-0.104377359,0.0125654582,0.383891523,-0.315005064,0.0906218886,0.9697541,-0.00108481944,-0.0635496676,-0.0425532945,-0.294076562,0.16485773,-0.0363220423,0.488266349,-0.283095747,-0.0886437446,-0.232415065,-0.110677019,0.0820126683,0.256471902,-0.205638662,0.00166431407,0.049967967,0.271651924,-0.112858355,0.26913017,0.600487053,0.176015407,0.993835151,0.186545625,-0.151453465,0.0163780842,0.346170634,-0.268740177,0.240301535,0.977251589,0.125002295,-0.0845729634,-0.115668327
0.063851739,547581.263,0,0,0.003214553,3.18500679e-06,0,0.147550949,0.00066434592,1,0.560252666,-0.0095797237,-0.0223819595,0.827963889,0.0330231935,0.0149137005,0.0031957929,-2.24207754e-44,-2.24207754e-44,-2.24207754e-44,-0.31044361,0.126953959,0.00312031177,0.595235646,-0.370358378,-0.00374958781,-0.236633584,0.106833242,0.00128562201,0.338796705,-0.188697919,-0.083396934,0.0512240008,0.0609452017,-0.00944483653,0.272449374,0.425571829,0.115012608,1.05184352,0.197296306,-0.11959058,-0.0114689032,0.340699553,-0.243723184,0.256642193,0.998717368,0.128351048,-0.0783408806,-0.112819493,0.0261799414,-0.121082224,-0.0291407648,-0.106901422,0.0685006827,0.107997969,-0.061086528,-0.0785398185,-0.0154274656,0,0.00467057759,-0.00808938593,-0.0737089962,-0.136314079,-0.0133546833,-0.00766990427,0.00613592332,-0.00766990427,0.0475534052,-0.00153398083,0.0184077695,0.0122718466,-0.225495189,0.0444854461,-0.217825279,-0.0859029293,-0.197883531,0.0306796171,0.0122718466,-0.293214172,0.163937256,-0.0367733911,0.485756636,-0.279545099,-0.0889602825,-0.234445095,-0.111939311,0.0820184276,0.259046108,-0.207887918,0.00229168124,0.0487145223,0.266206741,-0.107328862,0.269495785,0.598463416,0.173928052,0.992222011,0.186768442,-0.150216848,0.0162273813,0.3472583,-0.269950241,0.236455575,0.977104545,0.121793307,-0.0840528235,-0.113837376,-0.257549465,0.122233436,-0.0528240576,0.392001301,-0.143643826,-0.102922179,-0.316450566,-0.161577448,0.0845952332,0.359125674,-0.292586207,0.0291558728,0.000460236333,0.0481581315,0.109111562,0.283695161,0.522448301,0.0935653374,0.928085864,0.195521802,-0.103180677,0.0116681522,0.386382908,-0.316098332,0.0881772041,0.97035408,-0.00265698135,-0.0635236651,-0.0421145298,-0.293110639,0.163816184,-0.0368199833,0.485484481,-0.279150575,-0.0890008137,-0.234683156,-0.112083413,0.0820259079,0.25933665,-0.208133802,0.00236966787,0.0485744402,0.26557377,-0.10670054,0.269537002,0.59824276,0.17369476,0.992035866,0.186793849,-0.150080308,0.0162141472,0.347371876,-0.270084232,0.236025125,0.977084935,0.121432029,-0.0839932263,-0.11362917
0.0738523611,547581.273,0,0,0.013215175,3.34100332e-06,0,0.147550949,0.000782132149,1,0.560208201,-0.00945276022,-0.0221853182,0.828000784,0.0511326864,0.00958737917,0.0138484361,-2.24207754e-44,-2.24207754e-44,-2.24207754e-44,-0.310222059,0.125743806,0.00287925755,0.593982935,-0.369734228,-0.00291935983,-0.237340912,0.106040679,0.00135258143,0.338830799,-0.188689455,-0.0833967701,0.0507151075,0.0599549152,-0.0094257053,0.272856832,0.425547868,0.114605144,1.05217898,0.197308287,-0.119494706,-0.0115168402,0.33896184,-0.243171915,0.253610164,0.997770667,0.125846356,-0.0784247667,-0.112483941,0.0196349546,-0.167987943,-0.0205699522,-0.127627209,0.0915372223,0.0569887422,-0.106901422,-0.0938114524,0.00685665058,0.0109083084,0.00660069752,0.00376490923,-0.092564784,-0.140258402,-0.00329549471,0.0905048698,-0.00613592332,-0.0398835018,0.0214757323,-0.00153398083,0,-0.0122718466,-0.200951487,0.0889708921,-0.317534029,-0.125786424,-0.256174803,0,0.0429514647,-0.292069048,0.162598237,-0.0372887403,0.482746392,-0.275181621,-0.089408569,-0.2370781,-0.11353308,0.0821011662,0.262259424,-0.21060738,0.00315422658,0.0471651927,0.259205729,-0.100379474,0.269951701,0.596022725,0.171347797,0.99016279,0.187049493,-0.14870663,0.016080996,0.348514497,-0.271431953,0.231694713,0.976887822,0.117797509,-0.0833936781,-0.111534528,-0.257549465,0.122233436,-0.0528240576,0.392001301,-0.143643826,-0.102922179,-0.316450566,-0.161577448,0.0845952332,0.359125674,-0.292586207,0.0291558728,0.000460236333,0.0481581315,0.109111562,0.283695161,0.522448301,0.0935653374,0.928085864,0.195521802,-0.103180677,0.0116681522,0.386382908,-0.316098332,0.0881772041,0.97035408,-0.00265698135,-0.0635236651,-0.0421145298,-0.291941106,0.162448645,-0.0373463146,0.482410073,-0.274694145,-0.0894586518,-0.237372264,-0.113711134,0.0821104124,0.262618423,-0.210911199,0.00325058959,0.0469921008,0.258423597,-0.0996030942,0.270002633,0.595750093,0.171059519,0.989932716,0.18708089,-0.148537919,0.016064642,0.348654836,-0.271597505,0.231162831,0.976863563,0.1173511,-0.083320044,-0.111277252
0.085142688,547581.284,0,0,0.004459252,3.91795766e-06,0,0.193368061,0.00124965608,1,0.560047865,-0.00924422871,-0.0219037533,0.828119159,0.0671116486,0.00852211472,0.0468716286,-2.24207754e-44,-2.24207754e-44,-2.24207754e-44,-0.309974909,0.124184266,0.00261141965,0.592525661,-0.369025052,-0.00281654717,-0.238678887,0.104770884,0.00141954096,0.338873386,-0.188689813,-0.0834109709,0.049764283,0.0586167909,-0.00938505679,0.273240328,0.425439984,0.114053875,1.05220294,0.197332248,-0.119195104,-0.0115767615,0.337164193,-0.242237151,0.249631405,0.996284604,0.123593315,-0.0784247667,-0.111908697,0.030543264,-0.174532935,-0.00171416264,-0.161442965,0.0964797959,0.0141616799,-0.153807148,-0.170169607,0.00514248805,0.00872664712,0.00259476528,-0.00449410314,-0.133704692,-0.172234192,0.00337451021,0.0797670037,-0.0276116561,-0.0859029293,0.0153398085,-0.0122718466,0.0490873866,-0.0184077695,-0.182543725,0.105844676,-0.424912691,-0.145728186,-0.256174803,0,0.0674951598,-0.290027201,0.161516204,-0.0380080193,0.478471518,-0.269006371,-0.0899956599,-0.241211414,-0.115164891,0.0820660293,0.26644367,-0.215249747,0.00415584352,0.0451695547,0.249680072,-0.0908513963,0.27081272,0.592128515,0.167674243,0.987456977,0.187575579,-0.146459833,0.0160254315,0.350202382,-0.273546249,0.224868819,0.97670573,0.112021528,-0.0825227574,-0.108228192,-0.253766447,0.127582237,-0.0530322492,0.390235782,-0.141244024,-0.102814466,-0.320945412,-0.157785386,0.0835012943,0.35817346,-0.300023109,0.0279904269,0.00108276494,0.0471695401,0.11063686,0.285561383,0.517811358,0.0919821411,0.928513944,0.196637005,-0.10153041,0.0127224308,0.386400819,-0.317043126,0.0848984867,0.971167922,-0.0057606101,-0.0636245385,-0.0404939577,-0.28980878,0.16131179,-0.0380985253,0.477939963,-0.268236727,-0.0900728777,-0.241691738,-0.115421645,0.082074672,0.266996264,-0.215760425,0.00429942552,0.0449039713,0.248460129,-0.0896376073,0.270901561,0.591680825,0.167218268,0.987101853,0.187630162,-0.146189168,0.0160055328,0.350420445,-0.273808271,0.224025622,0.976672351,0.111311994,-0.0824089125,-0.107820153
0.09585185,547581.295,0,0,0.015168414,3.32598574e-06,0,0.193368061,0.00306914747,1,0.559682727,-0.0089188721,-0.021501964,0.828379989,0.0916127339,-0.0106526427,0.0830906183,-2.24207754e-44,-2.24207754e-44,-2.24207754e-44,-0.309540272,0.122190088,0.00254446012,0.590182066,-0.367408663,-0.00250052498,-0.240374789,0.102776714,0.00136597338,0.338933051,-0.188723341,-0.0833974406,0.0483447425,0.056906987,-0.00917287264,0.27400732,0.425272226,0.112891398,1.0521431,0.197344244,-0.118272319,-0.0115767615,0.335450441,-0.241002768,0.244861692,0.994654715,0.120177813,-0.0784367546,-0.110770196,0.0556323715,-0.21271202,0.0102849761,-0.278161854,0.176817596,0.0363773108,-0.148352996,-0.251981914,-0.0188557897,0.0229074471,-0.0078718923,-0.0110614914,-0.135418862,-0.219822213,0.0187869985,0.118116528,-0.0214757323,-0.153398082,-0.0122718466,0,0.122718468,0,-0.164135948,0.147262156,-0.484737962,-0.191747606,-0.337475777,0.0122718466,0.128854394,-0.28803733,0.159654006,-0.0388325043,0.473629385,-0.261995137,-0.0906991214,-0.245586991,-0.117503785,0.0821447894,0.27147755,-0.21990186,0.00546381762,0.0427501947,0.238566875,-0.0797942951,0.271622092,0.588050187,0.16352047,0.984222353,0.188072845,-0.143994242,0.0158441719,0.352188855,-0.275933236,0.217187643,0.976401806,0.105557978,-0.0814856738,-0.104511127,-0.253766447,0.127582237,-0.0530322492,0.390235782,-0.141244024,-0.102814466,-0.320945412,-0.157785386,0.0835012943,0.35817346,-0.300023109,0.0279904269,0.00108276494,0.0471695401,0.11063686,0.285561383,0.517811358,0.0919821411,0.928513944,0.196637005,-0.10153041,0.0127224308,0.386400819,-0.317043126,0.0848984867,0.971167922,-0.0057606101,-0.0636245385,-0.0404939577,-0.287842512,0.159471676,-0.0389132313,0.47315532,-0.26130867,-0.0907679945,-0.246015385,-0.117732778,0.0821525007,0.271970391,-0.220357344,0.00559187867,0.0425133221,0.237478793,-0.0787117183,0.271701336,0.587650895,0.163113788,0.983905613,0.188121527,-0.143752828,0.0158264246,0.352383345,-0.276166946,0.216435596,0.976372063,0.104925141,-0.0813841373,-0.104147196
