-0.000018110,-0.000223234,0.791965866,0.017568937,0.010257588,-0.705319706,0.708597366,-0.159718832,-0.004921867,-0.073943247,0.157708335,-0.029901426,0.003359502,-0.160078667,0.005615504,-0.033153274,0.112185394,0.002479987,0.037738474,0.017049177,0.003206105,0.262848872,0.103464863,0.277080409,0.241074999,1.261060424,-0.124775922,0.011151739,-0.019849109,0.145855089,-0.258269651,-0.214340028,1.216226650,0.126719526,0.012845252,0.035681331
0.000021355,-0.000157984,0.791949692,0.017472537,0.010116351,-0.705419770,0.708502165,-0.159565627,-0.004882376,-0.073665443,0.158366586,-0.030451328,0.003458737,-0.159535922,0.005614337,-0.032849824,0.112227490,0.002299894,0.037830116,0.016894639,0.002931233,0.262293927,0.105829444,0.277688307,0.243244862,1.262075228,-0.124687920,0.011151870,-0.019407998,0.147450651,-0.258880272,-0.215284932,1.217814568,0.126679641,0.012852643,0.035475248
0.000093924,-0.000082320,0.791934662,0.017345842,0.009993163,-0.705496602,0.708430521,-0.159085295,-0.004914105,-0.073456815,0.158503708,-0.030762802,0.003524950,-0.158927308,0.005394744,-0.032806816,0.112228458,0.002118104,0.037845987,0.016853700,0.002588761,0.261798672,0.106385579,0.277740527,0.242178937,1.261947924,-0.124618229,0.011189599,-0.019868380,0.148342392,-0.259006966,-0.214705134,1.219913240,0.126709185,0.012888482,0.035532949
0.000166690,-0.000006568,0.791919174,0.017219056,0.009870515,-0.705572923,0.708359321,-0.158671041,-0.004950619,-0.073249996,0.158778606,-0.031150931,0.003591116,-0.158366988,0.005173625,-0.032765750,0.112325069,0.001885767,0.037862461,0.016901639,0.002306170,0.261286130,0.106907009,0.277732359,0.240901705,1.261821562,-0.124621575,0.011222340,-0.020265983,0.149346759,-0.259118484,-0.214197313,1.221926651,0.126749940,0.012922390,0.035565459
0.000290952,0.000024651,0.791912460,0.016948508,0.009723275,-0.705670761,0.708270417,-0.158359186,-0.004895208,-0.073597166,0.159220515,-0.031336603,0.003515693,-0.157725247,0.005030377,-0.032632765,0.112361609,0.002117962,0.037851762,0.017095764,0.002299269,0.261360717,0.107588745,0.277789344,0.239833110,1.263218174,-0.124735139,0.011281114,-0.020358100,0.149843533,-0.259308000,-0.214126889,1.224557386,0.126803186,0.012956453,0.035400901
0.000390997,-0.000056801,0.791921539,0.016778715,0.009674862,-0.705819492,0.708126907,-0.158327194,-0.004768158,-0.073770537,0.159538435,-0.031350665,0.003378081,-0.157545601,0.005163797,-0.032484700,0.112389535,0.002348020,0.037870034,0.017333292,0.002581010,0.261681089,0.107908367,0.278168098,0.241007577,1.264969159,-0.124860776,0.011300750,-0.019993722,0.149817213,-0.259514158,-0.214095543,1.224516807,0.126749922,0.012957936,0.035468342
0.000434922,-0.000103145,0.791926422,0.016700834,0.009656317,-0.705902447,0.708046307,-0.158317237,-0.004698360,-0.073823081,0.159680173,-0.031348958,0.003306081,-0.157471721,0.005252433,-0.032408661,0.112391898,0.002451791,0.037882434,0.017301270,0.002584792,0.261802529,0.108064268,0.278528473,0.241852369,1.265934151,-0.124872103,0.011320597,-0.019928775,0.149616500,-0.259614689,-0.213694693,1.224701376,0.126775231,0.012965199,0.035556855
0.000527069,-0.000318605,0.791946106,0.016591810,0.009648086,-0.706087236,0.707864706,-0.158312167,-0.004546481,-0.073778436,0.159841564,-0.031297820,0.003162423,-0.157432242,0.005500107,-0.032259291,0.112359998,0.002606230,0.037921758,0.017188784,0.002451695,0.262066057,0.108263507,0.279208471,0.243967097,1.267010600,-0.124844473,0.011340127,-0.019735757,0.149419932,-0.259692112,-0.213152070,1.224705565,0.126790412,0.012958212,0.035606089
0.000661320,-0.000510060,0.791963120,0.016505331,0.009599728,-0.706294710,0.707660372,-0.158210606,-0.004416085,-0.073330075,0.159908724,-0.031288853,0.003133689,-0.157415626,0.005554200,-0.031956664,0.112415191,0.002776437,0.037895351,0.017087147,0.002220915,0.261927582,0.109594338,0.280068622,0.246536850,1.268341588,-0.124805149,0.011364647,-0.019494047,0.150309518,-0.259812365,-0.212983960,1.225258834,0.126757347,0.012945690,0.035418878
0.000803191,-0.000669701,0.791975174,0.016451855,0.009535076,-0.706501814,0.707455727,-0.158062201,-0.004305118,-0.072717248,0.159846608,-0.031249078,0.003182622,-0.157399656,0.005519498,-0.031566833,0.112421649,0.003018256,0.037845409,0.017044681,0.001828056,0.261562547,0.110891772,0.280849552,0.248329495,1.269182488,-0.124795586,0.011384955,-0.019469746,0.151417907,-0.259946215,-0.212948879,1.226317097,0.126743849,0.012934658,0.035188037
0.000929510,-0.000774989,0.791973801,0.016473141,0.009467376,-0.706699865,0.707258301,-0.158096008,-0.004228355,-0.072042043,0.159974017,-0.031342579,0.003341195,-0.157513591,0.005453221,-0.031053809,0.112463353,0.003341641,0.037799123,0.017076845,0.000938117,0.261037988,0.110824678,0.281017994,0.247170038,1.267706358,-0.124808263,0.011395196,-0.020221510,0.151886475,-0.259999028,-0.212793597,1.228265164,0.126847039,0.012941426,0.035044592
0.001065913,-0.000884561,0.791973343,0.016486585,0.009406592,-0.706890571,0.707068193,-0.158124509,-0.004159315,-0.071415602,0.160098110,-0.031439164,0.003500090,-0.157617857,0.005375114,-0.030580598,0.112500311,0.003669107,0.037756788,0.017168549,0.000251614,0.260632251,0.110754929,0.280982738,0.246091267,1.266271174,-0.124783437,0.011392989,-0.020826536,0.152411051,-0.260035410,-0.212761762,1.229832469,0.126850956,0.012946926,0.034902913
0.001283990,-0.001030459,0.791979294,0.016427906,0.009403294,-0.707024258,0.706935924,-0.158120111,-0.004138149,-0.071191132,0.160207350,-0.031555026,0.003651007,-0.157640407,0.005215465,-0.030436467,0.112532605,0.004008413,0.037733538,0.017524258,0.000530334,0.260585686,0.110534721,0.280939122,0.245957732,1.266410993,-0.124986972,0.011414400,-0.020789144,0.152540084,-0.260061040,-0.212569968,1.229769637,0.126691466,0.012934719,0.034948119
0.001502095,-0.001176054,0.791983032,0.016379954,0.009399662,-0.707160120,0.706801180,-0.158191774,-0.004135924,-0.070954500,0.160444924,-0.031741821,0.003804021,-0.157714217,0.005038707,-0.030280056,0.112645423,0.004302727,0.037713546,0.017776376,0.000768925,0.260515524,0.110199242,0.280896257,0.245999899,1.266763985,-0.125121200,0.011381152,-0.020749123,0.152729609,-0.260079296,-0.212204566,1.229590567,0.126617249,0.012943062,0.034945192
0.001728168,-0.001311000,0.791997604,0.016322866,0.009383501,-0.707207961,0.706754847,-0.158259563,-0.004191539,-0.070839743,0.160716846,-0.031842553,0.003939920,-0.157690672,0.005009056,-0.029922372,0.112694042,0.004493085,0.037705488,0.017631325,0.000952244,0.260301581,0.110854837,0.280790350,0.246365005,1.267335232,-0.125152517,0.011369221,-0.020623596,0.152756557,-0.260071337,-0.211149008,1.229020542,0.126718723,0.012942680,0.035017251
0.001964621,-0.001431794,0.792024384,0.016260992,0.009349699,-0.707142755,0.706821963,-0.158373969,-0.004336765,-0.070874116,0.161123962,-0.031881685,0.004056161,-0.157570123,0.005156978,-0.029297374,0.112738478,0.004491549,0.037714256,0.017461839,0.001198217,0.259936999,0.112329605,0.280755671,0.246611655,1.268495701,-0.125132119,0.011379934,-0.020405239,0.152892343,-0.259938553,-0.210004613,1.227728475,0.126772802,0.012934606,0.035300192
0.002201399,-0.001552156,0.792051239,0.016196526,0.009314197,-0.707078176,0.706888514,-0.158456645,-0.004478674,-0.070907718,0.161477252,-0.031890986,0.004172166,-0.157438437,0.005306506,-0.028671155,0.112769406,0.004498385,0.037723672,0.017557080,0.001586613,0.259665688,0.113405683,0.280759161,0.246636805,1.269913851,-0.125077049,0.011381414,-0.020220303,0.153070803,-0.259855021,-0.209422162,1.226413893,0.126596253,0.012923772,0.035711658
0.002458476,-0.001615950,0.792075882,0.016107163,0.009243986,-0.707056474,0.706913185,-0.158455127,-0.004588710,-0.070727024,0.161932154,-0.032024484,0.004319321,-0.157244531,0.005390940,-0.028143795,0.112821713,0.004506889,0.037753849,0.017272447,0.001621788,0.259168775,0.115235783,0.280793248,0.246878847,1.270974941,-0.125135866,0.011400433,-0.020035656,0.153645034,-0.259590691,-0.207922732,1.225293042,0.126798568,0.012923413,0.035787051
0.002762927,-0.001549467,0.792096405,0.015950611,0.009085830,-0.707133113,0.706842123,-0.158087595,-0.004616102,-0.070059096,0.162303333,-0.032261287,0.004537816,-0.156853263,0.005330825,-0.027836724,0.112896584,0.004517850,0.037831090,0.016833262,0.001321396,0.258670414,0.117487374,0.280892766,0.247352757,1.271931993,-0.125079562,0.011426028,-0.020013453,0.154745883,-0.259188113,-0.206315476,1.224882995,0.126911302,0.012907864,0.035601453
0.003067941,-0.001482809,0.792116852,0.015792822,0.008927060,-0.707209279,0.706771483,-0.157719558,-0.004643440,-0.069392104,0.162685159,-0.032506885,0.004757117,-0.156717564,0.005262868,-0.027532429,0.113504233,0.004254104,0.037909415,0.016660424,0.001219538,0.258178074,0.119421211,0.280988131,0.247471282,1.273131819,-0.125079091,0.011451219,-0.019997115,0.155983775,-0.258933906,-0.205198500,1.224441147,0.126882347,0.012899472,0.035555638
0.003299572,-0.001541196,0.792152557,0.015746320,0.008892666,-0.707311036,0.706671120,-0.157533436,-0.004608938,-0.068880964,0.162575343,-0.032562458,0.004765807,-0.156634364,0.005103001,-0.027358225,0.113382128,0.004189546,0.038085475,0.016449964,0.000825936,0.258205877,0.119957823,0.281023352,0.247739748,1.272935121,-0.125130971,0.011441309,-0.019988465,0.156622932,-0.258921078,-0.205461800,1.225359190,0.126942299,0.012883942,0.035170625
